T (C)	Phases vol%-LIQUID-1.0(C/s)	Phases vol%-AUSTENITE-1.0(C/s)	Phases vol%-FERRITE-1.0(C/s)	Phases vol%-MARTENSITE-1.0(C/s)	Phases vol%-BAINITE-1.0(C/s)	Density (g/(cm)^3)-TOTAL-1.0(C/s)	Molar volume (cm^3)-TOTAL-1.0(C/s)	Linear expansion (%)-  -1.0(C/s)	Average expansion coeff. (10e-6 1/K)-  -1.0(C/s)	Thermal conductivity (W/(m*K))-TOTAL-1.0(C/s)	Electrical resistivity (10e-6 Ohm*m)-TOTAL-1.0(C/s)	Electrical conductivity (10e6 1/(Ohm*m))-TOTAL-1.0(C/s)	Young's modulus (GPa)-TOTAL-1.0(C/s)	Bulk modulus (GPa)-TOTAL-1.0(C/s)	Shear modulus(GPa)-TOTAL-1.0(C/s)	Poisson's ratio-TOTAL-1.0(C/s)	Liquid viscosity (mPa s)-  -1.0(C/s)	Total viscosity (mPa s)-  -1.0(C/s)	Yield Stress (MPa)-TOTAL-1.0(C/s)	Tensile Stress (MPa)-TOTAL-1.0(C/s)	Hardness (HRC)-TOTAL-1.0(C/s)	Enthalpy (J/g)-TOTAL-1.0(C/s)	Specific heat (J/(g K))-TOTAL-1.0(C/s)	Latent heat (J/g)-FERRITE-1.0(C/s)	Latent heat (J/g)-BAINITE_PEARLITE-1.0(C/s)	Latent heat (J/g)-MARTENSITE-1.0(C/s)	Latent heat (J/g)-SOLID-1.0(C/s)	TIME(s)-Cooling_1.0(C/s)
255.0	 	6.13096	1.47621	87.76647	4.62636	7.74596	7.14537	-3.67444	27.4212	42.2647	0.40719	2.45586	195.81804	162.5517	75.35956	0.29922	 	2.72016E21	912.563	1194.58	39.12625	141.04357	0.70573	136.79917	139.56942	119.9851	 	1340.0
250.0	 	5.5306	1.47598	88.36776	4.62565	7.7464	7.14497	-3.6761	27.33159	42.60701	0.40009	2.49941	196.33896	162.7807	75.57463	0.29897	 	4.69665E21	921.034	1203.01	39.40806	137.60344	0.68803	136.97091	139.75193	120.16563	 	1345.0
245.0	 	4.9891	1.47577	88.91012	4.62501	7.74694	7.14447	-3.67817	27.24569	42.92953	0.39329	2.54263	196.84283	162.99984	75.78287	0.29873	 	8.1843E21	929.056	1210.95	39.6709	134.24443	0.6718	137.13599	139.92815	120.33925	 	1350.0
240.0	 	4.50067	1.47558	89.39932	4.62443	7.74758	7.14388	-3.68061	27.16316	43.23339	0.38676	2.58558	197.33074	163.20954	75.98473	0.29849	 	1.43968E22	936.682	1218.45	39.91709	130.95977	0.65693	137.2945	140.09817	120.50607	 	1355.0
235.0	 	4.06011	1.47541	89.84059	4.6239	7.7483	7.14321	-3.68338	27.08371	43.48353	0.38079	2.62612	197.80367	163.41022	76.18062	0.29825	 	2.55708E22	943.961	1225.58	40.14874	127.74338	0.64328	137.44662	140.26213	120.66622	 	1360.0
230.0	 	3.66271	1.47525	90.23862	4.62342	7.74911	7.14247	-3.68646	27.00707	43.74738	0.37477	2.66831	198.26253	163.60226	76.37091	0.29802	 	4.58689E22	950.936	1232.37	40.36767	124.58966	0.63074	137.59243	140.42015	120.81985	 	1365.0
225.0	 	3.30424	1.47511	90.59767	4.62299	7.74998	7.14166	-3.68982	26.93298	43.99596	0.36895	2.71041	198.70816	163.78602	76.55595	0.2978	 	8.31197E22	957.648	1238.86	40.57544	121.49375	0.61918	137.73206	140.57232	120.96704	 	1370.0
220.0	 	2.98088	1.47498	90.92155	4.6226	7.75092	7.14079	-3.69342	26.86122	44.23022	0.36331	2.75247	199.14131	163.96183	76.73604	0.29757	 	1.5220299999999998E23	964.135	1245.1	40.77356	118.45099	0.60855	137.86561	140.71878	121.10793	 	1375.0
215.0	 	2.68917	1.47486	91.21373	4.62224	7.75192	7.13987	-3.69724	26.7916	44.45103	0.35784	2.79454	199.56268	164.13	76.91148	0.29735	 	2.81711E23	970.43	1251.13	40.96337	115.45736	0.59872	137.99322	140.85964	121.24266	 	1380.0
210.0	 	2.42603	1.47475	91.4773	4.62192	7.75298	7.1389	-3.70127	26.72394	44.65918	0.35252	2.83668	199.97288	164.29081	77.08251	0.29714	 	5.27219E23	976.564	1256.96	41.14591	112.50912	0.58965	138.11499	140.99499	121.37131	 	1385.0
205.0	 	2.18866	1.47466	91.71506	4.62163	7.75408	7.13789	-3.70547	26.65805	44.85541	0.34735	2.87894	200.37251	164.44455	77.24938	0.29692	 	9.980119999999999E23	982.565	1262.63	41.32226	109.60281	0.58126	138.23102	141.12496	121.49401	 	1390.0
200.0	 	1.97452	1.47457	91.92955	4.62136	7.75522	7.13684	-3.70984	26.59381	45.04038	0.34231	2.92136	200.76209	164.59145	77.4123	0.29671	 	1.91163E24	988.462	1268.17	41.49349	106.73551	0.57346	138.34144	141.24965	121.61088	 	1395.0
195.0	 	1.78134	1.47449	92.12304	4.62113	7.7564	7.13575	-3.71435	26.53107	45.21472	0.33738	2.96399	201.14209	164.73176	77.57147	0.2965	 	3.7065700000000003E24	994.276	1273.61	41.66023	103.9042	0.56626	138.44636	141.36919	121.72203	 	1400.0
190.0	 	1.60706	1.47442	92.29761	4.62091	7.75762	7.13463	-3.71899	26.4697	45.37901	0.33257	3.00688	201.51297	164.86569	77.72706	0.29629	 	7.27835E24	1000.03	1278.96	41.82342	101.1067	0.5595	138.54587	141.48365	121.82757	 	1405.0
185.0	 	1.44985	1.47435	92.45508	4.62072	7.75886	7.13349	-3.72375	26.4096	45.47944	0.32825	3.04642	201.87512	164.99344	77.87925	0.29608	 	1.44808E25	1005.75	1284.24	41.98357	98.34042	0.55326	138.64009	141.59316	121.9276	 	1410.0
180.0	 	1.30802	1.47429	92.59715	4.62054	7.76014	7.13231	-3.72862	26.35067	45.62476	0.32364	3.08987	202.22891	165.1152	78.02818	0.29587	 	2.92064E25	1011.46	1289.49	42.14157	95.60352	0.54738	138.72913	141.6978	122.02225	 	1415.0
175.0	 	1.18006	1.47424	92.72532	4.62038	7.76144	7.13112	-3.73358	26.29282	45.76168	0.31911	3.13372	202.57468	165.23116	78.174	0.29567	 	5.974770000000001E25	1017.17	1294.7	42.2978	92.89406	0.54189	138.81308	141.7977	122.1116	 	1420.0
170.0	 	1.06463	1.47419	92.84094	4.62024	7.76276	7.1299	-3.73862	26.23596	45.8906	0.31466	3.17801	202.9125	165.34128	78.31672	0.29546	 	1.2404600000000002E26	1022.89	1299.92	42.45284	90.21029	0.53676	138.89204	141.89294	122.19577	 	1425.0
165.0	 	0.96049	1.47414	92.94526	4.62011	7.76411	7.12867	-3.74374	26.18002	46.0119	0.31029	3.22277	203.24421	165.44699	78.45707	0.29526	 	2.6153500000000003E26	1028.66	1305.14	42.60735	87.55079	0.5319	138.96615	141.98364	122.27487	 	1430.0
160.0	 	0.86653	1.4741	93.03937	4.62	7.76547	7.12742	-3.74893	26.12493	46.12591	0.30599	3.26805	203.56787	165.54662	78.5943	0.29505	 	5.6034700000000005E26	1034.48	1310.39	42.76159	84.91407	0.52734	139.03546	142.06987	122.34899	 	1435.0
155.0	 	0.78178	1.47406	93.12427	4.6199	7.76684	7.12616	-3.75417	26.07062	46.23295	0.30176	3.31389	203.88461	165.64107	78.72886	0.29485	 	1.22087E27	1040.37	1315.68	42.91611	82.29885	0.52304	139.10009	142.15174	122.41824	 	1440.0
150.0	 	0.70531	1.47403	93.20086	4.6198	7.76823	7.12488	-3.75946	26.01705	46.33331	0.29759	3.36033	204.19765	165.73288	78.862	0.29465	 	2.70703E27	1046.34	1321.02	43.07133	79.70416	0.51894	139.16016	142.22935	122.48271	 	1445.0
145.0	 	0.63632	1.474	93.26997	4.61972	7.76964	7.1236	-3.7648	25.96417	46.42726	0.29348	3.4074	204.501	165.81713	78.99139	0.29445	 	6.11326E27	1052.42	1326.44	43.2276	77.12885	0.51506	139.21573	142.30281	122.54251	 	1450.0
140.0	 	0.57408	1.47397	93.33231	4.61964	7.77105	7.1223	-3.77018	25.91192	46.51506	0.28942	3.45516	204.79812	165.89661	79.11838	0.29425	 	1.4072500000000002E28	1058.61	1331.94	43.38532	74.57197	0.51138	139.26692	142.37217	122.59772	 	1455.0
135.0	 	0.51793	1.47394	93.38855	4.61958	7.77247	7.12099	-3.7756	25.86026	46.59693	0.28542	3.50364	205.08922	165.97147	79.24306	0.29405	 	3.30497E28	1064.93	1337.55	43.54482	72.03277	0.50784	139.31382	142.43755	122.64845	 	1460.0
130.0	 	0.46727	1.47392	93.43929	4.61952	7.77391	7.11968	-3.78104	25.80917	46.67312	0.28146	3.5529	205.37451	166.04182	79.3655	0.29385	 	7.92619E28	1071.4	1343.26	43.70649	69.51042	0.50447	139.35652	142.49905	122.6948	 	1465.0
125.0	 	0.42157	1.4739	93.48507	4.61946	7.77535	7.11837	-3.78651	25.75859	46.74382	0.27755	3.60296	205.65419	166.10781	79.48578	0.29365	 	1.9430400000000003E29	1078.03	1349.1	43.87054	67.00434	0.50122	139.39513	142.55675	122.73684	 	1470.0
120.0	 	0.38034	1.47388	93.52637	4.61941	7.77679	7.11704	-3.792	25.7085	46.80924	0.27368	3.65389	205.92844	166.16957	79.60399	0.29346	 	4.87371E29	1084.83	1355.09	44.03753	64.51385	0.4981	139.42971	142.61072	122.77467	 	1475.0
115.0	 	0.34314	1.47386	93.56363	4.61937	7.77824	7.11571	-3.79751	25.65888	46.86956	0.26985	3.70573	206.19745	166.22723	79.72019	0.29326	 	1.25216E30	1091.82	1361.23	44.20755	62.03839	0.49509	139.46037	142.66107	122.80839	 	1480.0
110.0	 	0.30957	1.47385	93.59724	4.61934	7.7797	7.11438	-3.80304	25.60969	46.92495	0.26606	3.75852	206.46142	166.28094	79.83445	0.29306	 	3.29888E30	1099.02	1367.54	44.38106	59.57745	0.49219	139.48722	142.70788	122.83809	 	1485.0
105.0	 	0.2793	1.47383	93.62757	4.61931	7.78116	7.11305	-3.80858	25.56092	46.97557	0.26231	3.81233	206.72052	166.33082	79.94686	0.29286	 	8.92246E30	1106.45	1374.03	44.5583	57.13068	0.48935	139.51032	142.75122	122.86384	 	1490.0
100.0	 	0.25198	1.47382	93.65493	4.61928	7.78262	7.11171	-3.81412	25.51254	47.02157	0.25859	3.86719	206.97496	166.37703	80.05748	0.29266	 	2.4805199999999997E31	1114.11	1380.73	44.73969	54.69768	0.4866	139.52976	142.79119	122.88573	 	1495.0
95.0	 	0.22733	1.4738	93.67961	4.61925	7.78408	7.11038	-3.81968	25.46452	47.06307	0.2549	3.92318	207.22491	166.4197	80.16639	0.29247	 	7.09737E31	1122.04	1387.65	44.92539	52.27805	0.48393	139.54565	142.82788	122.90387	 	1500.0
90.0	 	0.2051	1.47379	93.70188	4.61923	7.78555	7.10904	-3.82524	25.41687	47.1002	0.25124	3.98033	207.47058	166.45899	80.27366	0.29227	 	2.09282E32	1130.23	1394.8	45.11594	49.8715	0.48131	139.55805	142.86135	122.91831	 	1505.0
85.0	 	0.18504	1.47378	93.72197	4.61921	7.78702	7.1077	-3.8308	25.36954	47.13305	0.2476	4.03871	207.71215	166.49505	80.37937	0.29207	 	6.3687299999999996E32	1138.73	1402.2	45.31148	47.4778	0.47874	139.56708	142.89169	122.92915	 	1510.0
80.0	 	0.16694	1.47377	93.74009	4.61919	7.78849	7.10635	-3.83637	25.32254	47.16173	0.244	4.09839	207.94985	166.52804	80.48361	0.29188	 	2.00311E33	1147.54	1409.87	45.51253	45.09671	0.47622	139.57279	142.91897	122.93646	 	1515.0
75.0	 	0.15061	1.47376	93.75644	4.61918	7.78996	7.10501	-3.84193	25.27585	47.18631	0.24042	4.15941	208.18388	166.55814	80.58645	0.29168	 	6.52167E33	1156.69	1417.84	45.71926	42.728	0.47374	139.5753	142.94328	122.94032	 	1520.0
70.0	 	0.13588	1.47376	93.77119	4.61917	7.79143	7.10367	-3.84749	25.22946	47.20686	0.23686	4.22186	208.41447	166.5855	80.68798	0.29148	 	2.20153E34	1166.2	1426.11	45.93215	40.37155	0.47129	139.57468	142.9647	122.94083	 	1525.0
65.0	 	0.12259	1.47375	93.7845	4.61916	7.79289	7.10233	-3.85305	25.18335	47.22344	0.23333	4.28579	208.64185	166.61033	80.7883	0.29129	 	7.718820000000001E34	1176.1	1434.72	46.1516	38.02722	0.46887	139.57101	142.98328	122.93804	 	1530.0
60.0	 	0.1106	1.47374	93.7965	4.61915	7.79436	7.101	-3.85861	25.13751	47.23611	0.22982	4.35128	208.86627	166.63281	80.88749	0.29109	 	2.8159199999999996E35	1186.42	1443.7	46.37796	35.69492	0.46646	139.56438	142.99911	122.93203	 	1535.0
55.0	 	0.0997845	1.47373	93.80733	4.61915	7.79583	7.09966	-3.86416	25.09193	47.24492	0.22633	4.4184	209.08798	166.65316	80.98566	0.2909	 	1.0709499999999999E36	1197.18	1453.05	46.61156	33.37456	0.46407	139.55487	143.01225	122.92288	 	1540.0
50.0	 	0.0900244	1.47373	93.81711	4.61914	7.7973	7.09832	-3.8697	25.04662	47.2499	0.22285	4.48724	209.30726	166.67158	81.08291	0.2907	 	4.2547599999999995E36	1208.41	1462.82	46.85296	31.06609	0.4617	139.54258	143.02278	122.91065	 	1545.0
45.0	 	0.0812193	1.47372	93.82592	4.61914	7.79876	7.09699	-3.87524	25.00154	47.2511	0.2194	4.55787	209.5244	166.68832	81.17937	0.2905	 	1.76958E37	1220.15	1473.04	47.10259	28.76948	0.45932	139.52758	143.03078	122.89542	 	1550.0
40.0	 	0.0732754	1.47372	93.83387	4.61914	7.80023	7.09566	-3.88077	24.95671	47.24855	0.21596	4.6304	209.74046	166.7042	81.27542	0.29031	 	7.722189999999999E37	1232.43	1483.73	47.36092	26.48474	0.45695	139.50997	143.03628	122.87725	 	1555.0
35.0	 	0.0661084	1.47371	93.84104	4.61914	7.80169	7.09433	-3.88629	24.91211	47.24227	0.21254	4.70491	209.95429	166.71832	81.37064	0.29011	 	3.54434E38	1245.3	1494.93	47.62834	24.21189	0.45457	139.48981	143.03938	122.85622	 	1560.0
30.0	 	0.0596425	1.47371	93.8475	4.61914	7.80315	7.093	-3.8918	24.86773	47.23231	0.20914	4.7815	210.16697	166.73154	81.46545	0.28991	 	1.71542E39	1258.79	1506.68	47.90553	21.95098	0.45218	139.46723	143.04015	122.83238	 	1565.0
25.0	 	0.0538088	1.4737	93.85334	4.61914	7.80461	7.09167	-3.8973	24.82358	47.21869	0.20575	4.86028	210.37861	166.74394	81.55987	0.28972	 	8.77869E39	1272.96	1519.02	48.19302	19.70213	0.44977	139.44228	143.03861	122.80579	 	1570.0
